,model_name,val_accuracy,val_precision,val_recall,val_f1,run_id
a872af4e9e9b427a8147013e89423bb9,LogisticRegression_C10.0,0.8666666666666667,0.8928571428571429,0.8333333333333334,0.8620689655172413,a872af4e9e9b427a8147013e89423bb9
8f8735b5b8a945bbbeeadfdb3a3df466,LogisticRegression_C0.1,0.8666666666666667,0.9230769230769231,0.8,0.8571428571428571,8f8735b5b8a945bbbeeadfdb3a3df466
85aecbbb2eee4963b22db9a4d0ef8c73,LogisticRegression_C1.0,0.85,0.8888888888888888,0.8,0.8421052631578947,85aecbbb2eee4963b22db9a4d0ef8c73
